index,Dependent,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
6496,0,0.278404228,37,0,0.151962009,4000,8,0,0,0,1
6497,0,0.048073798,74,0,0.071315372,4416,2,0,0,0,0
6501,0,0.010409264,48,0,0.502982582,4190,10,0,1,0,2
6510,0,0.099180164,31,0,0.008269344,1692,1,0,0,0,0
6512,0,0.170373934,63,0,0.070299266,7083,12,0,0,0,0
6515,0,0.267189723,53,1,0.529715676,30000,11,0,3,0,3
6520,0,0.005969139,64,0,0.01239752,5000,4,0,0,0,0
6529,0,0.483646515,54,0,0.354577241,6291,2,0,1,0,3
6557,0,0.030838766,82,0,0.0074985,3333,6,0,0,0,0
6559,0,0.018990933,66,0,0.27190531,6082,11,0,1,0,0
6562,0,0.819513877,29,0,0.747815231,800,5,0,0,0,0
6563,0,0.435250661,47,0,0.356967548,11000,8,0,2,0,4
6564,0,0.013162241,61,0,0.138744502,2500,15,0,1,0,0
6576,0,1.099780044,54,1,0.261752757,3445,4,0,0,2,1
6577,0,0.001031664,70,0,0.124817091,6833,10,0,0,0,1
6602,0,0.035586651,54,0,0.395606424,5416,8,0,2,0,1
6665,0,0.820133511,47,3,0.594063728,16036,12,1,8,6,0
6686,0,0.232935306,66,0,0.599715775,2110,17,0,0,0,0
6692,0,0.253149952,48,0,0.054771692,9000,2,0,0,0,2
6727,0,0.855375734,39,1,0.380556837,6500,5,0,1,0,0
6770,0,0.9999999,40,0,0.617833095,4900,5,0,1,0,1
6782,0,0.205486345,49,0,0.294600372,14500,10,0,2,0,3
6788,0,0.918830385,59,0,0.477753708,6000,4,0,1,0,1
6801,0,0.064148396,36,0,0.114074074,3374,11,0,0,0,0
6817,0,0.311336083,49,1,0.507768036,6500,9,0,2,0,3
6829,0,0.002079503,57,2,0.361971042,12500,15,0,2,0,5
6831,0,0.500632258,51,0,0.488592593,3374,8,0,1,0,3
6837,1,1.001646671,46,5,0.64117941,2000,8,0,2,0,0
6840,0,0.718232044,58,0,0.286464088,10859,7,0,1,0,0
6853,0,0.096045198,42,0,0.201449387,12970,8,0,2,0,0
6864,0,0.047437186,67,0,0.249266862,3750,6,0,1,0,0
6869,0,0.224247694,56,0,0.800479808,2500,19,0,1,0,0
6879,1,0.29121458,31,0,0.617319787,6200,14,0,2,0,0
6915,0,0.9999999,47,0,0.230579911,6500,4,0,1,0,0
6924,0,0.008829855,81,0,0.00070049,9992,2,0,0,0,0
6948,0,0.478043496,32,0,0.191659526,3500,6,0,0,0,0
6989,0,0.110216825,51,0,0.317666539,7850,13,0,2,0,3
6993,0,0.436637557,52,0,0.242476852,5183,8,0,1,0,0
6997,0,0.017597979,80,0,0.382713527,4893,16,0,3,0,0
7021,1,0.577600659,47,0,1.035519639,5320,14,0,3,0,1
7046,0,0.877780555,28,0,1.020989505,2000,10,0,3,0,0
7064,0,0.236403996,61,0,0.495001999,2500,5,0,0,0,0
7069,0,0.223024025,45,1,0.643319909,5710,16,0,1,0,1
7107,0,0.09459253,49,0,0.09886148,5269,8,0,0,0,0
7109,0,0.270915272,43,0,0.138489829,8700,3,0,0,0,2
7114,0,0,34,0,3196,0,12,0,2,0,2
7127,0,0.028862132,34,0,0.467875233,3750,10,0,2,0,1
7162,0,0.123057868,43,0,0.159352783,8157,9,0,0,0,0
7172,0,0.047848308,40,0,0.32391902,4000,12,0,1,0,1
7174,0,0.461108632,48,1,1.142952349,3000,20,0,2,1,0
7187,0,0.173046657,62,0,0.24120479,8100,8,0,1,0,0
7193,0,0.084405787,55,0,0.394260574,10000,9,0,2,0,2
7195,0,0.082694648,46,1,0.501527354,3600,13,0,1,0,1
7200,1,0.981145374,27,1,0.228254948,5506,5,4,1,0,1
7202,0,0.160403732,64,0,0.348387634,12000,15,0,2,0,1
7213,0,0.060621663,35,0,0.260887556,9666,6,0,1,0,0
7221,0,0.38360936,64,0,0.434012331,12812,20,0,2,0,0
7224,0,0.035375065,63,0,0.016495876,4000,9,0,0,0,0
7234,0,0.524820062,61,0,0.49610078,5000,15,0,1,0,1
7265,0,0.078797135,29,0,0.500747703,4680,7,0,2,0,0
7267,0,0.03092988,76,0,0.298197115,8319,16,0,2,0,0
7277,0,0.001676446,41,0,1333,0,8,0,2,0,3
7294,0,0.974670044,51,0,0.350341925,1900,2,0,0,0,0
7311,0,0.091417973,57,0,0.253601241,13536,10,0,1,0,2
7323,0,0.840866486,59,0,0.229676787,4083,5,0,0,0,1
7325,1,0.475980001,39,1,0.521492836,3000,3,0,2,0,3
7339,0,0.084567977,63,0,0.185737094,3757,4,0,1,0,1
7347,0,0,42,0,0.239923418,9923,7,0,2,0,0
7364,0,0.628615641,27,0,0.121174266,1600,9,0,0,0,0
7370,0,0.076771286,45,0,0.298276736,7891,6,0,1,0,2
7412,0,0.047990402,43,0,0.696651674,2000,7,0,1,0,1
7427,0,0.9999999,43,0,0,2080,0,0,0,0,2
7443,0,0.948207171,43,2,0.059990245,6150,2,0,0,0,4
7489,0,0.520785558,52,1,0.744467158,11250,21,0,2,0,0
7506,0,0.001383604,35,0,0.094758065,7935,5,0,0,0,3
7515,0,0.241656061,43,0,0.410296822,3806,7,0,1,0,3
7519,0,0.20129263,52,0,1.24017744,1577,11,0,1,0,2
7523,0,0.45996108,57,0,0.637191735,4500,11,0,1,0,1
7535,1,0.178820724,51,0,0.185401217,12000,18,0,1,0,1
7537,1,0.887953709,45,1,0.103920078,9208,8,1,0,0,2
7545,0,0.027091483,72,0,0.090207842,4666,5,0,0,0,0
7555,0,0.096061221,80,0,0.11132255,1050,9,0,0,0,0
7564,0,0.121919951,42,0,0.267147226,4577,12,0,1,0,0
7566,0,0.244162672,34,0,0.359818691,7500,5,0,1,0,0
7568,0,0.136497033,48,0,0.405125848,8700,9,0,4,0,2
7587,0,0,55,0,0.302058162,12000,5,0,1,0,3
7589,0,0.308529507,35,0,0.038394881,7500,7,0,0,0,2
7616,0,0.448060891,62,0,0.362763636,13749,16,0,2,0,1
7628,0,0.298301573,56,1,0.370103557,2220,9,0,0,0,0
7631,0,0.06774372,38,0,0.386506346,7484,8,0,2,0,1
7633,0,0.391313613,59,0,0.505474726,6666,14,0,2,0,0
7654,0,0.084961381,24,0,0.050508533,5800,3,0,0,0,0
7700,0,0.019921544,29,0,0.217223358,4400,7,0,0,0,3
7704,0,0.103955339,59,0,0.241543734,6710,17,0,2,0,1
7714,0,0.501839201,62,0,0.547575286,7072,15,0,2,0,0
7716,0,0.111091996,31,1,0.182402806,3420,8,0,0,0,1
7721,0,0.593850831,41,0,0.287481536,5415,11,0,0,0,0
7739,0,0.244077924,60,0,2189,0,9,0,1,0,1
7749,0,0.796898993,46,1,0.478902359,10640,11,0,2,0,2
7771,0,0.054599906,62,0,0.204384069,6477,8,0,1,0,0
7781,0,0.980001942,25,0,0.480288728,1800,4,0,0,0,0
7822,1,0.9999999,28,0,0.036973345,1162,2,0,0,0,1
7853,0,0.000222753,45,0,0.320671378,6791,8,0,1,0,0
7860,0,0.684210526,61,0,0.225554743,4100,3,0,0,0,1
7887,0,0,62,0,0.20950324,8333,3,0,2,0,0
7908,0,0.280627682,47,0,0.674703299,10700,16,0,2,0,1
7919,0,0.184653035,33,0,0.560846561,1700,12,0,2,0,1
7921,0,0.9999999,22,0,0,820,1,0,0,0,0
7926,0,0.143161193,42,0,0.667203682,4344,11,0,1,0,0
7929,0,0.9999999,60,0,0.116109975,4400,3,0,0,0,0
7939,0,0.931295529,32,0,0.057369489,5420,2,0,0,0,2
7945,0,0.52134876,62,0,1.875488722,3324,14,0,2,0,0
7948,0,0.058103577,41,0,0.259072014,8900,16,0,5,0,2
7964,0,0.08165044,63,0,0.809646856,1160,26,0,0,0,0
7972,0,0.007803769,48,0,0.261595262,13000,8,0,1,0,1
7975,0,0.626408777,71,0,0.409400124,3233,9,0,1,0,1
7980,0,0.211957608,53,0,0.20419895,4000,4,0,1,0,2
7981,0,0.013164279,59,0,0.180251,7250,13,0,1,1,1
7983,0,0.039502197,65,0,0.646221854,7238,8,0,2,0,1
7987,0,0.179351634,43,0,0.209350191,3400,6,0,0,0,2
7993,0,0,34,0,0.041224235,1600,2,0,0,0,0
8001,0,0.249162999,53,0,0.494289793,2801,9,0,2,0,0
8022,0,0.994264455,52,0,0.076923077,3158,10,0,0,0,2
8025,0,0.31063026,36,0,0.644963145,3255,7,0,1,0,2
8041,0,0.076112111,67,0,0.344509324,5308,6,0,1,0,0
8087,0,0,54,0,2878,1,4,0,1,0,2
8099,0,0,58,0,0.231840583,9333,5,0,2,0,1
8101,0,0.166519522,44,0,3.982300885,790,13,0,2,0,3
8114,0,0.106599693,62,0,0.745469522,2427,11,0,2,0,1
8123,0,0.96083696,45,2,2.065173116,981,10,0,2,0,1
8132,0,0.763278763,45,0,0.894317175,7900,27,0,2,0,3
8135,0,0.048641225,60,0,0.328223436,4761,13,0,2,0,1
8142,0,0.078215662,73,0,0.389122176,5000,10,0,1,0,1
8158,0,0.205149768,50,0,0.32827862,6000,7,0,2,0,0
8159,0,0.9999999,56,2,0.23072905,13400,3,1,2,1,2
8168,0,0.482622369,46,0,0.166201243,11100,9,0,0,0,2
8173,0,0.017425429,63,1,0.46704155,3200,8,0,1,0,0
8198,0,0,54,0,0.488691732,13750,5,0,3,0,0
8203,1,0.793606084,38,0,0.12987609,6536,11,0,0,0,2
8215,0,0,76,0,0,3621,2,0,0,0,0
8216,0,0.9999999,61,0,0.055967633,1482,0,1,0,0,0
8217,1,0.325548857,49,0,0.480425979,6666,9,0,2,0,0
8226,0,0.842714361,27,0,0.01136543,6334,4,0,0,0,0
8232,0,0.969104952,43,0,0.202851762,3716,1,0,0,0,0
8243,0,0.328667333,24,0,0.235105958,2500,5,0,0,0,0
8283,0,0.682439799,42,0,0.362479549,5500,5,0,1,0,3
8302,0,0.004194431,51,1,0.148560817,14000,7,0,2,0,3
8306,0,0.081002095,71,0,0.136863137,1000,5,0,0,0,0
8320,0,0.560540991,40,0,0.638144742,2500,12,0,0,0,1
8322,0,0.115992001,29,0,0.461492891,3375,13,0,1,0,0
8338,0,1.004015441,60,1,0.451308261,18000,17,0,2,0,1
8362,0,0.172765447,66,0,0.104423771,5266,3,0,0,0,1
8380,0,0.010136133,57,1,0.696340732,8334,21,0,3,1,0
8385,1,0.235062839,47,1,0.382231405,6291,5,0,1,0,3
8395,0,0.072089642,52,0,1.001525165,1966,9,0,1,0,0
8402,0,0.9999999,36,0,0.102965678,3000,1,0,0,0,2
8432,0,0.025167538,33,0,0.160262418,3200,8,0,1,0,0
8450,0,0,58,0,0.241459757,6000,4,0,1,0,0
8468,0,0.9999999,45,0,747,0,3,1,0,0,1
8470,0,0,77,0,0.040838259,3721,5,0,0,0,0
8471,0,0.828335057,44,4,0.471497181,4788,8,2,1,1,4
8480,0,0.000840086,56,0,0.479249012,7083,15,0,1,0,0
8507,0,0.003049848,38,0,1021,1,6,0,1,0,4
8526,0,0.561804774,40,1,0.175248419,7748,4,0,0,0,1
8557,0,0.06655851,63,0,0.048658557,6000,15,0,1,0,0
8558,0,0.070482159,64,0,0.162655971,17951,8,0,1,0,2
8566,0,0.9999999,55,0,0.086382723,5000,2,0,0,0,0
8572,0,0.074858608,66,0,0.497533662,7500,18,0,3,0,0
8597,0,0.139107634,50,0,0.20362371,8333,11,0,1,0,0
8598,0,0.221191316,58,0,0.436152003,5841,10,0,1,0,0
8616,0,0.02379762,56,0,0.242870875,3120,4,0,0,0,1
8645,0,0.272192336,84,0,0.453494482,1902,17,0,0,0,0
8662,0,0.010128816,67,0,0.058862742,15000,16,0,1,0,1
8668,0,0.335402692,38,0,0.129338902,6942,3,0,0,0,3
8674,0,0.78910703,61,0,0.556520098,5298,8,0,2,0,2
8693,0,0.520558206,52,0,0.357540747,9693,8,0,2,0,0
8696,0,0.005924455,38,0,0.356656065,2200,6,0,1,0,0
8712,0,0.419247318,46,1,0.473695198,4789,6,0,2,0,2
8722,1,3383,31,0,0.096225944,4000,3,0,0,0,0
8728,0,0.580279813,24,0,0.030023095,865,2,0,0,0,0
8734,0,0.643944367,40,0,0.270636596,9000,9,0,0,0,0
8739,0,0.059359509,56,0,0.036992601,5000,13,0,0,0,0
8757,0,0.37119293,53,0,0.188102079,11833,11,0,2,0,0
8791,0,0.81640495,62,0,0.779770656,3400,15,0,1,0,5
8798,0,0.013057032,79,0,0.538945331,2066,11,0,1,0,0
8813,0,0.395206857,43,0,0.558449612,9674,17,0,2,0,2
8848,0,0.494789762,54,0,0.620442708,1535,11,0,1,0,0
8855,0,1.025329281,49,0,0.171900826,3024,4,0,0,0,0
8857,0,0.049391445,62,0,0.046920821,3750,4,0,1,0,0
8935,0,0.030339621,62,0,0.232754136,9610,14,0,2,0,0
8941,0,0.075953266,58,0,0.085304743,8580,8,0,0,0,0
8979,0,0.022144178,58,0,0.60689885,6000,10,0,1,0,0
9010,0,0.55909606,48,2,0.384248577,6500,18,1,1,1,1
9014,0,0.051997189,86,0,0.01802962,1552,9,0,0,0,0
9053,0,0,67,0,0.248467075,3750,7,0,1,0,0
9058,0,0.065618757,41,0,0.156512465,7500,9,0,2,0,0
9074,1,0.840638276,58,1,0.775048902,4600,12,0,2,0,3
9099,0,0.223315903,42,0,0.004374089,4800,1,0,0,0,3
9110,0,0.9999999,49,0,0.191191891,8582,5,0,0,0,0
9131,0,0.066720765,87,0,0.299863698,2200,18,0,1,0,0
9152,0,0.18378027,58,0,0.195368847,15805,9,0,3,0,1
9164,0,0.005215584,41,0,0.275600393,11200,10,0,2,0,2
9166,0,0.001862051,55,0,0.120190716,15100,22,0,2,0,2
9186,0,0.9999999,46,6,0.451462669,6870,6,0,2,0,4
9222,0,0.9999999,65,0,0,4100,0,0,0,0,0
9240,0,0.197201865,21,0,8,0,2,0,0,0,0
9280,0,0.829521195,67,0,0.489303058,7618,12,0,2,0,1
9329,1,0.534115602,31,0,0.126931233,3300,3,0,0,1,0
9335,0,0.035515492,81,0,0.150658979,12139,7,0,1,0,0
9348,0,0.026349341,81,0,0.010710461,2800,2,0,0,0,0
9359,0,0.03471244,60,0,0.075518456,7666,4,0,1,0,0
9373,0,0.009660587,54,0,0.154393305,4779,9,0,1,0,0
9379,0,0.330891024,46,0,0.482256387,8650,13,0,2,0,3
9434,0,0.047072214,32,0,0.01849815,10000,8,0,0,0,0
9471,0,0.012403006,62,0,0.135310782,6000,8,0,1,0,1
9479,0,0.003106076,39,0,0.331182796,6974,19,0,1,0,0
9499,0,0.626059232,58,0,0.859134415,4805,11,0,2,0,1
9500,0,0.388857474,69,0,0.430692229,11787,15,0,6,0,0
9542,0,0,39,0,0.195527679,11000,6,0,2,0,2
9543,0,0.854731046,54,0,0.4679594,6600,12,0,1,0,1
9558,0,1.00999001,25,0,0.077012384,2583,2,0,0,0,0
9569,0,0.017379256,46,0,0.424049874,8340,9,0,2,0,3
9573,0,0.072993917,29,0,0.319771592,1400,7,0,0,0,0
9593,0,0.153581958,39,0,0.175304116,6000,7,0,1,0,2
9597,0,0.155539481,60,0,0.239523599,6800,10,0,1,0,0
9604,0,0.208542252,42,0,0.364859272,9663,9,0,2,0,0
9616,0,0.489114908,37,1,0.329762542,5600,3,0,1,0,0
9643,0,0.095492042,47,0,0.011329557,3000,2,0,0,0,0
9645,0,0,46,0,0.059478637,73000,4,0,1,0,2
9668,0,0.041817701,35,0,0.163249456,6437,12,0,0,0,0
9679,0,0.100273136,38,0,0.343108504,3750,7,0,1,0,0
9682,0,0.159048085,45,0,0.12984905,6160,10,0,0,0,0
9722,1,0.632935261,33,0,0.7421981,3684,8,3,1,0,1
9725,0,0.001180768,34,0,0.256249583,15000,12,0,3,0,1
9765,0,0.725619859,73,0,0.757097792,3486,6,0,1,0,0
9783,0,0.481629621,28,1,0.086840602,5250,4,0,0,0,0
9796,0,0.040635132,58,0,0.214850367,7083,5,0,3,0,2
9798,0,0.00705226,73,0,0.261782348,2333,5,0,1,0,0
9805,0,0.795612634,50,0,0.782937125,4500,14,0,2,0,3
9816,1,0.521801393,44,0,0.11936008,8000,4,0,0,0,2
9828,0,0.216293946,31,0,0.113660363,20833,9,0,1,0,2
9848,0,0.106960466,59,0,0.021105051,4216,3,0,0,0,3
9850,0,0.010482788,50,0,0.22111127,7000,19,0,2,0,2
9853,0,0.001529405,61,0,0.000964217,9333,20,0,0,0,0
9859,0,0.61376463,53,2,0.698075481,4000,8,0,1,0,1
9890,0,0.299404212,40,0,2631,0,10,0,2,0,3
9903,0,0,65,0,0.349345651,6494,7,0,2,0,0
9914,0,0.759831584,58,0,0.416166685,9166,8,0,2,0,1
9925,0,0.892861275,70,0,0.448637317,6200,9,0,2,0,0
9930,0,0.024308945,61,0,0.131221211,8900,12,0,1,0,0
9940,0,0,75,0,0,3390,3,0,0,0,0
9978,0,0.000143789,44,0,0.061878642,5833,18,0,0,0,0
9985,0,1.06235012,58,0,0.392996109,1027,6,0,0,0,0
10008,0,0.085744023,59,0,0.373428268,6600,14,0,1,0,3
10020,0,0.069801471,64,0,0.370737756,19355,11,0,4,0,2
10036,0,0.037053173,67,0,0.147065194,4616,11,0,1,0,0
10038,0,0.33079293,44,0,0.237470316,8000,10,0,0,0,2
10045,0,0.09447101,61,0,0.54241517,6011,5,0,1,0,0
10056,0,0.004564681,43,0,0.735816046,4000,28,0,3,0,2
10057,0,0.161705045,39,0,0.523744167,3642,9,0,1,0,3
10061,0,0,39,0,0.605687533,5766,10,0,2,0,0
10168,0,0.128675745,32,0,0.36203679,3750,7,0,0,0,2
10179,1,0.052528199,36,1,0.261836202,14932,11,0,1,0,2
10185,0,0.185032169,56,1,0.467704114,9381,12,0,4,1,0
10194,0,0.029427614,60,0,0.215302684,9200,25,0,1,0,0
10199,0,0.045828437,42,0,0.194169703,1920,3,0,1,0,0
10238,0,0.092933367,76,0,0.185344828,2087,10,0,0,0,0
10272,0,0.440520144,53,0,0.347709796,5981,14,1,1,0,3
10283,0,0.61084519,50,3,0.402384501,6038,4,0,1,1,2
10291,0,0.110875012,41,0,0.792525934,8000,16,0,3,0,0
10297,0,0.016519339,47,0,0.644118627,3000,5,0,1,1,1
10303,0,0.027561642,63,2,0.145341782,7416,16,0,2,0,0
10322,0,0.9999999,32,1,0.148786493,2842,2,0,0,2,1
10323,0,0.692609782,28,3,0.024876911,3858,3,0,0,1,0
10332,0,0.004567827,81,0,0.249022164,2300,8,0,1,0,0
10341,0,0.220718472,53,0,0.68705036,1945,9,0,1,0,0
10343,0,0.110796863,58,1,0.50338063,10500,20,0,3,1,0
10359,0,0.001124965,56,0,0.235252107,7000,7,0,1,0,0
10376,0,0.022242817,31,0,6.5,1,3,0,0,0,2
10390,0,0.882185918,46,0,29.68316832,100,7,0,2,0,0
10423,0,1.090909091,31,0,0.424575425,1000,3,0,0,0,0
10437,1,0.462417982,43,0,1.416861046,3000,12,0,1,0,0
10445,1,0.063237546,38,0,0.491358377,7000,6,0,1,1,1
10452,1,0.089741436,55,0,1.034881138,4500,20,0,3,0,0
10470,0,0.004257021,53,0,0.130773845,3333,3,0,1,0,1
10479,0,0.195226191,27,1,0.089254766,5769,5,0,0,0,0
10480,0,0.986716183,36,0,0.572856391,1900,5,0,0,0,0
10510,0,0,56,0,0.046613153,7100,3,0,1,0,3
10517,0,0.011772331,79,0,0.009996002,2500,7,0,0,0,0
10521,0,0.89432395,28,0,215,0,4,0,0,0,0
10535,0,0.025134132,54,0,0.113098154,12245,8,0,1,0,2
10553,0,0.100113459,72,0,0.055195584,4166,9,0,0,0,0
10557,0,0.9999999,58,0,0.009179575,1742,0,0,0,0,0
10573,0,0.000424322,64,0,0,1676,5,0,0,0,0
10580,0,0.036906265,68,0,0.07870602,5996,12,0,1,0,0
10591,0,0.075202479,58,0,0.270208512,3500,3,0,1,0,0
10595,1,0.63189077,41,2,0.16356173,9500,9,0,0,0,2
10605,0,0.423498731,45,0,0.524967575,3083,12,0,0,0,0
10618,0,0.088895555,55,0,0.509921551,6500,6,0,2,0,1
10620,1,0.985602879,53,1,0.381117001,13016,5,0,1,0,4
10626,0,0.232378888,69,0,0.208941501,8700,13,0,2,0,0
10630,0,0.147704591,28,0,0.146446906,3700,4,1,0,1,0
10642,0,0.196910535,62,0,0.027524576,11189,10,0,0,0,0
10644,0,0.669006619,43,0,0.296378583,4500,9,0,0,0,1
10658,0,0.305378599,45,0,0.426127527,4500,6,0,1,0,2
10663,0,0.001949037,38,0,0.336933045,4166,14,0,1,0,0
10674,0,0.023104675,66,0,0.312531404,9950,14,0,2,0,0
10675,0,0.215307006,68,1,0.113690709,23000,11,0,1,0,1
10677,0,0.946668444,49,0,1.223695112,2413,6,0,1,0,0
10690,0,0.49987501,44,0,0.728446481,2400,3,0,2,0,2
10695,0,0.453320032,59,0,0.294204777,5400,16,0,0,0,1
10740,0,0.525776296,45,0,0.358239743,8725,8,0,2,0,3
10745,0,0.075192481,47,0,0.223897536,6167,5,0,1,0,1
10750,0,0.118646667,47,0,0.312476299,2636,6,0,1,0,0
10751,0,0.368372275,61,0,1291,1,5,0,1,0,0
10754,0,0,62,0,0.146081326,10500,6,0,1,0,0
10755,0,0.504152377,42,0,0.559110222,4000,15,0,2,0,1
10759,0,0.02651368,81,0,0.004704985,7863,6,0,0,0,0
10761,0,0.606779774,62,0,0.332156973,7083,4,0,2,0,0
10819,0,0.196490512,27,0,0.587843464,1200,4,0,0,1,0
10820,0,0.591788274,81,1,1.009516041,3677,11,0,1,0,0
10825,0,0.063118715,63,0,0.840889502,5800,16,0,1,0,1
10854,0,0.018867331,36,0,0.44764431,7916,12,0,2,0,1
10856,0,0.056640494,45,2,0.751352476,4805,14,0,2,0,1
10892,0,0.99850075,27,4,0.477015323,1500,11,3,0,0,0
10904,0,0.316582423,62,0,0.886136004,5690,25,0,2,0,1
10909,0,0.689026702,42,0,0.148759713,13383,10,1,0,0,4
10927,0,0.205574913,90,1,0.130956348,3000,8,0,0,0,0
10938,0,0.535946712,40,0,0.40399946,7400,12,0,1,0,3
10952,0,0.049344414,38,0,0.402879616,7500,9,0,3,0,2
10960,0,0,57,0,0.373508433,15000,12,0,2,0,2
10965,0,0.436135138,58,0,0.431500378,10583,14,0,1,0,2
10968,0,0.673479872,32,0,0.281286452,6000,8,0,2,0,0
10978,0,0.958193622,49,0,0.62142243,8140,12,0,2,0,4
10982,1,0.289963755,48,3,0.493597614,5700,6,0,2,2,2
10988,0,0.370713838,41,0,0.207829787,5874,6,0,0,0,2
11028,0,0.014592536,56,0,0.143816989,6250,9,0,1,0,1
11050,0,0.042290263,88,0,0.017614854,4200,11,0,0,0,1
11055,0,0.270886456,39,0,0.160126888,14500,8,0,2,0,2
11081,0,0.02547926,71,0,0.265189971,6500,11,0,1,0,1
11096,0,0.103433079,51,0,0.360677594,12750,9,0,2,0,2
11120,0,0.403155011,67,1,0.188452887,4000,4,0,0,0,1
11124,0,0.133047625,61,0,0.014962412,13700,5,0,0,0,2
11130,0,0.865994331,51,0,0.657447517,3000,3,0,1,0,2
11154,0,0.9999999,40,0,1,0,1,0,0,0,0
11189,0,0.054465797,41,1,0.318210224,8000,9,0,2,0,3
11211,0,0.020684215,81,0,0.288888889,179,8,0,0,0,0
11217,0,0.215418091,43,0,0.094312455,4166,4,0,0,0,3
11228,0,0.003282895,79,0,0.163627639,2083,3,0,0,0,1
11246,0,0.006772419,51,0,0.404103853,7163,5,0,1,0,2
11251,0,0.017291017,46,0,0.464250187,16083,5,0,2,1,2
11282,1,1.087091291,41,3,0.93760312,6666,12,0,3,0,0
11283,0,0,52,0,1682,0,12,0,1,0,0
11290,0,0,42,0,0.04521346,11500,3,0,1,0,1
11292,0,0.527100985,39,0,0.253932863,8072,6,0,0,0,7
11327,0,0.602957217,54,0,0.414589494,7100,8,0,1,0,2
11331,0,0.025422099,45,0,0.324438472,10417,10,0,2,0,1
11355,0,0.160913741,49,0,0.162168823,8114,7,0,0,0,3
11393,0,0.506415276,60,1,0.328624212,4600,10,0,2,0,0
11415,0,0.315937407,30,0,0.398518925,7291,9,0,2,0,0
11419,0,0,53,0,0.336375489,2300,7,0,1,0,2
11440,0,0.016899495,74,0,0.047213479,5400,16,0,0,0,0
11464,0,0.011372219,75,0,0.008099595,6666,5,0,0,0,0
11516,0,0.083410897,58,0,0.494297766,6400,12,0,2,0,4
11538,0,0.084100548,42,0,0.764434575,5853,9,1,1,0,1
11540,0,0.370185979,49,0,0.42068348,6700,19,0,2,0,3
11546,0,0.303014649,37,1,0.209350434,7250,7,0,1,0,2
11562,0,0.056756135,54,0,0.319816514,5449,5,0,1,0,1
11586,0,0.032592731,47,0,11.11442786,200,3,0,1,0,0
11631,0,0.009308922,69,0,0.002749656,8000,4,0,0,0,0
11634,0,0.000693849,46,0,0.303874308,5600,10,1,2,0,3
11642,0,0.069330445,41,0,0.285457163,8333,8,0,1,0,0
11643,0,0.399467677,55,0,0.229617824,32000,16,0,3,0,1
11654,0,0.51006999,68,0,0.129832045,3750,4,0,0,0,0
11657,0,0.00979231,82,0,0.004892576,4700,11,0,0,0,0
11661,0,0.103405682,38,0,0.009473492,5488,1,0,0,0,0
11682,0,0.189162822,66,0,0.458011696,8549,12,0,3,0,1
11711,0,0,27,0,0.173275575,3000,3,0,0,0,0
11722,0,0.199945737,53,0,0.403449569,8000,13,0,1,0,1
11735,0,0.070335498,44,0,0.376208897,8271,12,0,3,0,2
11736,0,0.896841263,37,0,0.311117035,3750,6,0,1,0,1
11745,0,0.179200533,37,0,0.223305955,7791,14,0,0,0,0
11770,0,0.04153889,76,0,0.312306853,5500,6,0,1,0,1
11774,0,0,62,0,0.164394739,20833,9,0,1,0,3
11782,0,0.02742001,79,0,0.44775769,4258,10,0,1,0,0
11807,0,0.9999999,38,0,0.187265918,800,0,1,0,0,0
11808,0,0.090303061,45,0,0.077486163,5600,5,0,0,0,0
11813,0,0.821894146,36,0,0.604191194,4246,6,0,0,1,1
11831,0,0.018174546,64,0,0.016786571,1250,6,0,0,0,0
11845,0,0.349041755,26,0,0.159730034,8000,6,0,1,0,0
11849,0,0.044582266,42,0,0.179631365,3200,5,0,0,0,0
11888,0,0.9999999,36,0,0,8000,1,1,0,1,2
11892,0,0.161886672,41,0,0.396864585,8100,9,0,2,0,4
11900,0,0.052368817,42,0,0.184317974,12000,13,0,1,0,1
11905,0,0.108454569,50,0,0.28416877,2772,8,0,1,0,3
11929,0,0.027640351,61,1,0.370022725,10120,14,0,2,0,0
11933,0,0.010730541,40,0,0.159668666,3500,5,0,0,0,3
11949,0,0.056958861,64,0,0.166760437,8886,9,0,1,0,0
11956,0,0.004244063,68,0,0.000566332,7062,2,0,0,0,0
11969,0,0,72,0,0.169412437,10500,8,0,1,0,0
11977,0,0.040443768,63,0,0.200747464,3745,7,0,0,0,0
12014,0,0.112422304,34,0,0.465599051,5057,5,0,1,0,0
12022,0,0.9999999,28,98,0,2171,0,98,0,98,0
12087,0,0.93740313,36,0,0.415866333,7600,7,0,1,0,0
12095,0,0,57,0,0.140953016,3000,5,0,0,0,3
12097,1,0.360599338,30,1,0.76366843,1700,11,0,1,3,0
12117,0,0.76169003,44,2,0.388644542,2500,4,0,0,0,1
12128,0,0.017079964,29,0,0.187475332,7600,7,0,1,0,0
12144,0,0.25257181,58,0,0.359401468,7083,13,0,1,0,1
12150,0,0.0439715,37,0,0.023534841,4333,4,0,0,0,0
12176,0,0.561698428,32,0,0.648250098,5085,12,0,2,0,3
12177,1,1.007713184,43,0,0.235135135,3699,6,0,1,0,0
12195,0,0.562893298,47,0,0.231179423,6375,8,0,0,0,0
